mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__max_depth,param_clf__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.31094010670979816,0.00832306027644917,0.15273038546244302,0.03303976132949462,2,100,"{'clf__max_depth': 2, 'clf__n_estimators': 100}",0.7773109243697479,0.7805907172995781,0.7890295358649789,0.7823103925114349,0.00493622162993427,36
0.48306846618652344,0.007438686186893991,0.11054603258768718,0.01151160406573952,2,200,"{'clf__max_depth': 2, 'clf__n_estimators': 200}",0.7773109243697479,0.7805907172995781,0.7974683544303798,0.7851233320332351,0.008831343571059498,34
0.6697517236073812,0.0051575332183097095,0.10267225901285808,0.0020596383897228477,2,300,"{'clf__max_depth': 2, 'clf__n_estimators': 300}",0.7773109243697479,0.7805907172995781,0.8016877637130801,0.7865298017941353,0.010801608447133413,33
0.8520957628885905,0.008914024064616662,0.10354804992675781,0.002547939149617832,2,400,"{'clf__max_depth': 2, 'clf__n_estimators': 400}",0.7773109243697479,0.7805907172995781,0.8059071729957806,0.7879362715550355,0.012777695002369596,31
0.965087890625,0.014062925319587314,0.1418593724568685,0.007890162699820881,2,500,"{'clf__max_depth': 2, 'clf__n_estimators': 500}",0.7773109243697479,0.7805907172995781,0.7932489451476793,0.7837168622723351,0.0068719096507673235,35
1.1379026571909587,0.03593419051567953,0.12612525622049967,0.0023374939886899758,2,600,"{'clf__max_depth': 2, 'clf__n_estimators': 600}",0.7773109243697479,0.7805907172995781,0.8059071729957806,0.7879362715550355,0.012777695002369596,31
0.2450873057047526,0.00842999914429546,0.07364265124003093,0.002830282570105811,3,100,"{'clf__max_depth': 3, 'clf__n_estimators': 100}",0.819327731092437,0.8185654008438819,0.810126582278481,0.8160065714049333,0.004169411704894204,30
0.4730469385782878,0.07599606735473245,0.12341507275899251,0.012477928423511819,3,200,"{'clf__max_depth': 3, 'clf__n_estimators': 200}",0.819327731092437,0.8185654008438819,0.8143459915611815,0.8174130411658335,0.002190948319794006,29
0.6771506468454996,0.07419025052979392,0.09627938270568848,0.004937343048406801,3,300,"{'clf__max_depth': 3, 'clf__n_estimators': 300}",0.819327731092437,0.8185654008438819,0.8185654008438819,0.8188195109267337,0.0003593659255046244,28
0.79841415087382,0.034025696590648045,0.11996245384216309,0.004783646282275293,3,400,"{'clf__max_depth': 3, 'clf__n_estimators': 400}",0.819327731092437,0.8185654008438819,0.8227848101265823,0.8202259806876336,0.001835936259820968,26
0.9736146132151285,0.007103291924135897,0.12078992525736491,0.0007808025696081887,3,500,"{'clf__max_depth': 3, 'clf__n_estimators': 500}",0.8235294117647058,0.8185654008438819,0.8227848101265823,0.8216265409117233,0.002185793797240491,23
1.2488146622975667,0.09498139150073989,0.12681706746419272,0.006009281288547168,3,600,"{'clf__max_depth': 3, 'clf__n_estimators': 600}",0.8235294117647058,0.8185654008438819,0.8227848101265823,0.8216265409117233,0.002185793797240491,23
0.24874544143676758,0.004339302559090797,0.0870513916015625,0.0041499103497694,4,100,"{'clf__max_depth': 4, 'clf__n_estimators': 100}",0.8151260504201681,0.8312236286919831,0.8185654008438819,0.8216383599853444,0.006921720160390098,20
0.4882971445719401,0.030748157503495646,0.09600559870402019,0.004094310500725233,4,200,"{'clf__max_depth': 4, 'clf__n_estimators': 200}",0.819327731092437,0.8312236286919831,0.8227848101265823,0.8244453899703341,0.004996414647046275,13
0.6530823707580566,0.06153121256545006,0.1026765505472819,0.001361700552517961,4,300,"{'clf__max_depth': 4, 'clf__n_estimators': 300}",0.819327731092437,0.8312236286919831,0.8312236286919831,0.8272583294921344,0.005607779907293225,7
0.7908291021982828,0.024633868952812592,0.11305840810139973,0.006339881130638628,4,400,"{'clf__max_depth': 4, 'clf__n_estimators': 400}",0.819327731092437,0.8312236286919831,0.8227848101265823,0.8244453899703341,0.004996414647046275,13
1.0554791291554768,0.03339615633192905,0.13694246610005698,0.005497557597291683,4,500,"{'clf__max_depth': 4, 'clf__n_estimators': 500}",0.819327731092437,0.8312236286919831,0.8143459915611815,0.8216324504485338,0.007080369917950562,22
1.258375644683838,0.03790210011761811,0.12334442138671875,0.002882025131583704,4,600,"{'clf__max_depth': 4, 'clf__n_estimators': 600}",0.819327731092437,0.8312236286919831,0.8185654008438819,0.823038920209434,0.005795824736261964,15
0.25641393661499023,0.006489011678074957,0.08643007278442383,0.010354224759766335,5,100,"{'clf__max_depth': 5, 'clf__n_estimators': 100}",0.8235294117647058,0.8312236286919831,0.8312236286919831,0.828658889716224,0.0036270886434653675,6
0.4875499407450358,0.02044281403041128,0.10575509071350098,0.01848955931209551,5,200,"{'clf__max_depth': 5, 'clf__n_estimators': 200}",0.8151260504201681,0.8270042194092827,0.8227848101265823,0.8216383599853443,0.004916535743674918,21
0.7364652951558431,0.008683935103462654,0.09660061200459798,0.005182607816746031,5,300,"{'clf__max_depth': 5, 'clf__n_estimators': 300}",0.819327731092437,0.8312236286919831,0.8312236286919831,0.8272583294921344,0.005607779907293225,7
0.9008292357126871,0.05376951268858471,0.11452023188273112,0.006682618951364447,5,400,"{'clf__max_depth': 5, 'clf__n_estimators': 400}",0.819327731092437,0.8354430379746836,0.8270042194092827,0.8272583294921344,0.0065814997241207054,7
1.040776252746582,0.01651210299244562,0.13027366002400717,0.006804564160350413,5,500,"{'clf__max_depth': 5, 'clf__n_estimators': 500}",0.819327731092437,0.8270042194092827,0.8354430379746836,0.8272583294921344,0.0065814997241207054,7
